id,preco,estoque,imagem,categoria,updated_at,preco_custo,nome,descricao,variantes,semdevolucao,deleted
169,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
170,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
171,,10,,,2026-08-23 20:59:33.232+00,,KIT TALHER,Conferir as cores disponíveis!!,{},false,false
172,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
173,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
174,,150,,,2026-08-23 20:59:33.232+00,,COBRE LEITO INFANTIL - SEM DEVOLUCAO,,{},false,false
175,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
176,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
177,,1000,,,2026-08-23 20:59:33.232+00,3.20,,,{},false,false
178,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
179,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
180,,10,,,2026-08-23 20:59:33.232+00,,JOGO DE COPO WHEATON - SEM DEVOLUCAO,Consultar os modelos disponíveis,{},false,false
181,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
182,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
183,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
184,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
185,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
186,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
187,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
188,,10,,,2026-08-23 20:59:33.232+00,,JOGO DE COZINHA CAMPESTRE - SEM DEVOLUCAO,,{},false,false
189,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
190,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
191,,15,,,2026-08-23 20:59:33.232+00,,SOMBRINHA,,{},false,false
192,,15,,,2026-08-23 20:59:33.232+00,,MANGUEIRA 30M - SEM DEVOLUCAO,,{},false,false
193,,15,,,2026-08-23 20:59:33.232+00,,MANGUEIRA 20M - SEM DEVOLUCAO,,{},false,false
194,,20,,,2026-08-23 20:59:33.232+00,,ROUPAO,Conferir tamanho e cores,{},false,false
195,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
196,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
197,,15,,,2026-08-23 20:59:33.232+00,,,,{},false,false
198,,2,,,2026-08-23 20:59:33.232+00,,MISTEIRA - SEM DEVOLUCAO,Consultar a marca por que pode variar,{},false,false
199,,2,,,2026-08-23 20:59:33.232+00,,MINI PROCESSADOR - SEM DEVOLUCAO,,{},false,false
200,,15,,,2026-08-23 20:59:33.232+00,,,,{},false,false
201,,10,,,2026-08-23 20:59:33.232+00,,JOGO DE 5 PANELAS DE ALUMINIO BATIDO - SEM DEVOLUCAO,,{},false,false
202,,15,,,2026-08-23 20:59:33.232+00,,JOGO 3 PANELAS DE ALUMINIO BATIDO - SEM DEVOLUCAO,,{},false,false
203,,15,,,2026-08-23 20:59:33.232+00,,JOGO 4 PANELAS DE ALUMINIO BATIDO - SEM DEVOLUCAO,,{},false,false
204,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
205,,1000,,,2026-08-23 20:59:33.232+00,,KIT COLAGENO - SEM DEVOLUCAO,,{},false,false
206,,1000,,,2026-08-23 20:59:33.232+00,,KIT SWEET LIFE - SEM DEVOLUCAO,,{},false,false
207,,2,,,2026-08-23 20:59:33.232+00,,PANELA DE ARROZ 10 XICARAS - SEM DEVOLUCAO,Consultar a marca,{},false,false
208,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
209,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
210,,20,,,2026-08-23 20:59:33.232+00,,KIT CALCINHA INFANTIL BOXER C/12 - SEM DEVOLUCAO,,{},false,false
211,,1000,,,2026-08-23 20:59:33.232+00,,KIT PERFUME DESODORANTE,,{},false,false
212,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
213,,15,,,2026-08-23 20:59:33.232+00,,MALETA DE MAQUIAGEM - SEM DEVOLUCAO,,{},false,false
214,,2,,,2026-08-23 20:59:33.232+00,,SECADOR - SEM DEVOLUCAO,Confirma a marca disponível,{},false,false
215,,150,,,2026-08-23 20:59:33.232+00,,,,{},false,false
216,,150,,,2026-08-23 20:59:33.232+00,,,,{},false,false
217,,150,,,2026-08-23 20:59:33.232+00,,KIT PASSADEIRA COZINHA - SEM DEVOLUCAO,,{},false,false
218,,10,,,2026-08-23 20:59:33.232+00,,,,{},false,false
219,,150,,,2026-08-23 20:59:33.232+00,,MANTA COM SHERPA,,{},false,false
220,,2,,,2026-08-23 20:59:33.232+00,,CARRINHO DE CONTROLE REMOTO - SEM DEVOLUCAO,,{},false,false
221,,150,,,2026-08-23 20:59:33.232+00,95.00,COBERDROM CASAL,Consultar as cores disponíveis,{},false,false
222,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
223,,20,,,2026-08-23 20:59:33.232+00,,CAIXA DE CONE TRUFADO - SEM DEVOLUCAO,,{},false,false
224,,10,,,2026-08-23 20:59:33.232+00,,KIT CAFE SUPER PRATICO,,{},false,false
225,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
226,,1000,,,2026-08-23 20:59:33.232+00,,CRONOGRAMA CAPILAR - SEM DEVOLUCAO,,{},false,false
227,,10,,,2026-08-23 20:59:33.232+00,25.50,JOGO DE TACA MAJESTIC AMBAR - SEM DEVOLUCAO,,{},false,false
228,,2,,,2026-08-23 20:59:33.232+00,,COZEDOR DE OVOS,,{},false,false
229,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
230,,2,,,2026-08-23 20:59:33.232+00,,TV BOX - SEM DEVOLUCAO,,{},false,false
231,,1000,,,2026-08-23 20:59:33.232+00,,KIT MONOVIN - SEM DEVOLUCAO,,{},false,false
232,,150,,,2026-08-23 20:59:33.232+00,,,,{},false,false
233,,150,,,2026-08-23 20:59:33.232+00,,,,{},false,false
234,,150,,,2026-08-23 20:59:33.232+00,25.00,,,{},false,false
235,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
236,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
237,,10,,,2026-08-23 20:59:33.232+00,,KIT UTENSILIOS 12 PCS - SEM DEVOLUCAO,,{},false,false
238,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
239,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
240,,10,,,2026-08-23 20:59:33.232+00,,TRAVESSEIRO - SEM DEVOLUCAO,,{},false,false
241,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
242,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
243,,2,,,2026-08-23 20:59:33.232+00,,PIPOQUEIRA ELETRICA,,{},false,false
244,,2,,,2026-08-23 20:59:33.232+00,,CAIXA DE SOM PNEUZINHO - SEM DEVOLUCAO,,{},false,false
245,,15,,,2026-08-23 20:59:33.232+00,75.00,"CORTINA BLACKOUT 2,8 X 2,6M",,{},false,false
246,,15,,,2026-08-23 20:59:33.232+00,,,,{},false,false
247,,150,,,2026-08-23 20:59:33.232+00,,CAPA COLCHAO CASAL,,{},false,false
248,,2,,,2026-08-23 20:59:33.232+00,,CHAPINHA - SEM DEVOLUCAO,Conferir a marca disponível,{},false,false
249,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
250,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
251,,1000,,,2026-08-23 20:59:33.232+00,,KIT CRESCE MAIS CACHOS 1L - SEM DEVOLUCAO,,{},false,false
252,,1000,,,2026-08-23 20:59:33.232+00,,KIT CRESCE MAIS 1L - SEM DEVOLUCAO,,{},false,false
253,,1000,,,2026-08-23 20:59:33.232+00,,KIT MAIS LISO BOTOX 1L - SEM DEVOLUCAO,,{},false,false
254,,1000,,,2026-08-23 20:59:33.232+00,,KIT BABOSA 1L,,{},false,false
255,,1000,,,2026-08-23 20:59:33.232+00,,KIT WHEY 1L - SEM DEVOLUCAO,,{},false,false
256,,1000,,,2026-08-23 20:59:33.232+00,,KIT PLASTICA DOS FIOS - SEM DEVOLUCAO,,{},false,false
257,,1000,,,2026-08-23 20:59:33.232+00,,KIT OBRIGATORIO 1L - SEM DEVOLUCAO,,{},false,false
258,,1000,,,2026-08-23 20:59:33.232+00,,KIT MAMONA 1L - SEM DEVOLUCAO,,{},false,false
259,,1000,,,2026-08-23 20:59:33.232+00,,KIT BUBACHIC 1L - SEM DEVOLUCAO,,{},false,false
260,,1000,,,2026-08-23 20:59:33.232+00,,KIT BANHO DE VERNIZ 1L - SEM DEVOLUCAO,,{},false,false
261,,1000,,,2026-08-23 20:59:33.232+00,,KIT BANANA E MEL 1L - SEM DEVOLUCAO,,{},false,false
262,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
263,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
264,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
265,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
266,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
267,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
268,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
269,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
270,,1000,,,2026-08-23 20:59:33.232+00,,KIT EVOLUX 1L - SEM DEVOLUCAO,,{},false,false
271,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
272,,1000,,,2026-08-23 20:59:33.232+00,,KIT CAUTERIZACAO 1L - SEM DEVOLUCAO,,{},false,false
273,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
274,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
275,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
276,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
277,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
278,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
279,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
280,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
281,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
282,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
283,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
284,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
285,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
286,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
287,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
288,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
289,,1000,,,2026-08-23 20:59:33.232+00,,MASCARA RECONSTRUCAO 1KG,,{},false,false
290,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
291,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
292,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
293,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
294,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
295,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
296,,150,,,2026-08-23 20:59:33.232+00,,JOGO DE PASSADEIRA COM 2 TAPETES ZEBRINHA,,{},false,false
297,,150,,,2026-08-23 20:59:33.232+00,,,,{},false,false
298,,150,,,2026-08-23 20:59:33.232+00,,CAPA DE SOFA PARA 2 E 3 LUGARES,,{},false,false
299,,150,,,2026-08-23 20:59:33.232+00,,JOGO DE BANHEIRO AVELUDADO 3 PECAS,,{},false,false
300,,150,,,2026-08-23 20:59:33.232+00,,,,{},false,false
301,,150,,,2026-08-23 20:59:33.232+00,,,,{},false,false
302,,150,,,2026-08-23 20:59:33.232+00,,TAPETE GEOMETRICO,Tapete de sala 200cm x 140cm Valor unitário,{},false,false
303,,150,,,2026-08-23 20:59:33.232+00,,TAPETE PELUDO,Tapete de sala 200cm x 140cm Valor unitário,{},false,false
304,,150,,,2026-08-23 20:59:33.232+00,2.35,,,{},false,false
305,,150,,,2026-08-23 20:59:33.232+00,,COBRE LEITO CASAL PADRAO,,{},false,false
306,,150,,,2026-08-23 20:59:33.232+00,,COBRE LEITO CASAL QUEEN,,{},false,false
307,,150,,,2026-08-23 20:59:33.232+00,,COBRE LEITO KING,,{},false,false
308,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
309,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
310,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
311,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
312,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
313,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
314,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
315,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
316,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
317,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
318,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
319,,100,,,2026-08-23 20:59:33.232+00,,,,{},false,false
320,,100,,,2026-08-23 20:59:33.232+00,,,,{},false,false
321,,100,,,2026-08-23 20:59:33.232+00,,,,{},false,false
322,,100,,,2026-08-23 20:59:33.232+00,,,,{},false,false
323,,100,,,2026-08-23 20:59:33.232+00,,,,{},false,false
324,,100,,,2026-08-23 20:59:33.232+00,,,,{},false,false
325,,100,,,2026-08-23 20:59:33.232+00,,,,{},false,false
326,,100,,,2026-08-23 20:59:33.232+00,,,,{},false,false
327,,100,,,2026-08-23 20:59:33.232+00,,,,{},false,false
328,,100,,,2026-08-23 20:59:33.232+00,,,,{},false,false
329,,100,,,2026-08-23 20:59:33.232+00,,,,{},false,false
330,,100,,,2026-08-23 20:59:33.232+00,,,,{},false,false
331,,100,,,2026-08-23 20:59:33.232+00,,,,{},false,false
332,,100,,,2026-08-23 20:59:33.232+00,,,,{},false,false
333,,100,,,2026-08-23 20:59:33.232+00,,,,{},false,false
334,,100,,,2026-08-23 20:59:33.232+00,,,,{},false,false
335,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
336,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
337,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
338,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
339,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
340,,1000,,,2026-08-23 20:59:33.232+00,,,,{},false,false
341,,15,,,2026-08-23 20:59:33.232+00,,,,{},false,false
342,,15,,,2026-08-23 20:59:33.232+00,,?? BOIA BALEIA 80CM,,{},false,false
343,,2,,,2026-08-23 20:59:33.232+00,,CHALEIRA ELETRICA INOX,,{},false,false
344,,10,,,2026-08-23 20:59:33.232+00,,VASILHA ESMERALDA,,{},false,false
345,,10,,,2026-08-23 20:59:33.232+00,,VASILHA DIAMANTE,Valor de cada conjunto,{},false,false
346,,10,,,2026-08-23 20:59:33.232+00,,COZEDOR DE OVOS,,{},false,false
347,,15,,,2026-08-23 20:59:33.232+00,,PISCINA 1000L,,{},false,false
348,,10,,,2026-08-23 20:59:33.232+00,,ARMARIO DESMONTAVEL GUARDA ROUPA,,{},false,false
349,,15,,,2026-08-23 20:59:33.232+00,,ESCOVA SECADORA,,{},false,false
350,,2,,,2026-08-23 20:59:33.233+00,,CAIXA DE SOM KTX 1476,,{},false,false
351,,2,,,2026-08-23 20:59:33.233+00,,CAIXA DE SOM RELOGIO KARAOKE,,{},false,false
352,,2,,,2026-08-23 20:59:33.233+00,,PROMOCAO - POWER BANK 20.000,"Valor promocional De 250,00Por 150,00",{},false,false
353,,2,,,2026-08-23 20:59:33.233+00,,ALEXA - SEM COMISSAO,Sem comissão!!,{},false,false
354,,2,,,2026-08-23 20:59:33.233+00,50.00,CAMERA IP,,{},false,false
355,,2,,,2026-08-23 20:59:33.233+00,,ESCOVA ELETRICA,,{},false,false
356,,2,,,2026-08-23 20:59:33.233+00,,ESCOVA SECADORA CADENCE 4 EM 1,,{},false,false
357,,10,,,2026-08-23 20:59:33.233+00,,JOGO DE MANTIENTOS,,{},false,false
358,,2,,,2026-08-23 20:59:33.233+00,,CHAPINHA,,{},false,false
359,,2,,,2026-08-23 20:59:33.233+00,,MINI ASPIRADOR PORTATIL,,{},false,false
360,,2,,,2026-08-23 20:59:33.233+00,,,,{},false,false
361,,2,,,2026-08-23 20:59:33.233+00,,ESCOVA SECADORA ROTATIVA,,{},false,false
362,,15,,,2026-08-23 20:59:33.233+00,,,,{},false,false
363,,10,,,2026-08-23 20:59:33.233+00,,SAPATEIRA 10 ANDARES,,{},false,false
364,,10,,,2026-08-23 20:59:33.233+00,,KIT ORGANIZADOR HERMETICO,"1 pote 2,3l 2 potes 1,1l",{},false,false
365,,2,,,2026-08-23 20:59:33.233+00,,FILTRO DE LINHA,,{},false,false
366,,10,,,2026-08-23 20:59:33.233+00,,JOGO DE PANELAS ALUMINIO COM TAMPA DE VIDRO,Disponível no preto ou vermelho,{},false,false
367,,2,,,2026-08-23 20:59:33.233+00,,,,{},false,false
368,,2,,,2026-08-23 20:59:33.233+00,,SECADOR 8600W POTENTE,,{},false,false
369,,2,,,2026-08-23 20:59:33.233+00,,LIQUIDIFICADOR,,{},false,false
370,,2,,,2026-08-23 20:59:33.233+00,,CAMPAINHA RESIDENCIAL,,{},false,false
371,,2,,,2026-08-23 20:59:33.233+00,,,,{},false,false
372,,2,,,2026-08-23 20:59:33.233+00,,TAISER CHOQUE,,{},false,false
373,,1000,,,2026-08-23 20:59:33.233+00,,,,{},false,false
374,,1000,,,2026-08-23 20:59:33.233+00,,,,{},false,false
375,,15,,,2026-08-23 20:59:33.233+00,,KIT TESOURAS,,{},false,false
376,,15,,,2026-08-23 20:59:33.233+00,,,,{},false,false
377,,15,,,2026-08-23 20:59:33.233+00,,,,{},false,false
378,,2,,,2026-08-23 20:59:33.233+00,,,,{},false,false
379,,2,,,2026-08-23 20:59:33.233+00,,,,{},false,false
380,,15,,,2026-08-23 20:59:33.233+00,,CONTROLE TV BOX,,{},false,false
381,,2,,,2026-08-23 20:59:33.233+00,,,,{},false,false
382,,2,,,2026-08-23 20:59:33.233+00,,,,{},false,false
383,,2,,,2026-08-23 20:59:33.233+00,,,,{},false,false
384,,2,,,2026-08-23 20:59:33.233+00,,,,{},false,false
385,,2,,,2026-08-23 20:59:33.233+00,,,,{},false,false
386,,1000,,,2026-08-23 20:59:33.233+00,,,,{},false,false
387,,1000,,,2026-08-23 20:59:33.233+00,,KIT POS PROGRESSIVA 3 ITENS,,{},false,false
388,,1000,,,2026-08-23 20:59:33.233+00,,,,{},false,false
389,,1000,,,2026-08-23 20:59:33.233+00,,,,{},false,false
390,,10,,,2026-08-23 20:59:33.233+00,,TABUA DE CARNE,,{},false,false
391,,10,,,2026-08-23 20:59:33.233+00,,CONJUNTO SOBREMESA 7 PECAS,7 peças 1 principal para a sobremesa 6 potes pequenos,{},false,false
392,,10,,,2026-08-23 20:59:33.233+00,,CONJUNTO 6 PRATOS,6 pratos transparentes lisos fundos,{},false,false
393,,10,,,2026-08-23 20:59:33.233+00,,JOGO DE XICARAS ITALIA C 6,,{},false,false
394,,10,,,2026-08-23 20:59:33.233+00,,ESPELHO 45CM,,{},false,false
395,,10,,,2026-08-23 20:59:33.233+00,,ESPELHO OVAL,,{},false,false
396,,10,,,2026-08-23 20:59:33.233+00,,JARRA DE VIDRO COM TAMPA,,{},false,false
397,,10,,,2026-08-23 20:59:33.233+00,,"MARINEX 1,6L",,{},false,false
398,,10,,,2026-08-23 20:59:33.233+00,,JOGO DE COPO 340ML,,{},false,false
399,,10,,,2026-08-23 20:59:33.233+00,,JOGO DE TACAS C 6,,{},false,false
400,,150,,,2026-08-23 20:59:33.233+00,,COLCHA ARTESANAL CASAL,Amarela Vermelha Verde Azul clara Azul escura Consulte cores disponíveis!!,{},false,false
401,,150,,,2026-08-23 20:59:33.233+00,,REDE,Diversas cores disponíveis Vermelho Amarelo Azul Palha Consulte cores disponíveis!!,{},false,false
402,,150,,,2026-08-23 20:59:33.233+00,85.00,COBERDOM SOLTEIRO,,{},false,false
403,,150,,,2026-08-23 20:59:33.233+00,6.00,,,{},false,false
404,,20,,,2026-08-23 20:59:33.233+00,42.00,CAIXA DE BISCOITO SALGADO COM 12,12 potes com 500g grada Variados,{},false,false
405,,20,,,2026-08-23 20:59:33.233+00,,CAIXA BISCOITO DOCE COM 12,Caixa com 12 unidades 500g Sortidos,{},false,false
406,,150,,,2026-08-23 20:59:33.233+00,,,,{},false,false
407,,150,,,2026-08-23 20:59:33.233+00,,,,{},false,false
408,,150,,,2026-08-23 20:59:33.233+00,,,,{},false,false
409,,150,,,2026-08-23 20:59:33.233+00,,"COBREDOM GIGANTE 2,2 X 2,4",,{},false,false
410,,20,,,2026-08-23 20:59:33.233+00,,CAIXA DOCE PASTOSO,Caixa com 16 doces 500g cada Não pegamos devolução 2 sabores de cada8 sabores,{},false,false
411,,20,,,2026-08-23 20:59:33.233+00,,CAIXA DOCE EM PEDACOS,Caixa com 16 potes 500g cada Não pegamos devolução,{},false,false
412,,20,,,2026-08-23 20:59:33.233+00,,,,{},false,false
413,,20,,,2026-08-23 20:59:33.233+00,,KIT 12 PARES DE CHINELO,Grade com 12 pares,{},false,false
414,,20,,,2026-08-23 20:59:33.233+00,,BOBOJACO UNISSEX,NodeloConsulte se temos o seu tamanho,{},false,false
415,,20,,,2026-08-23 20:59:33.233+00,,,,{},false,false
416,,20,,,2026-08-23 20:59:33.233+00,,,,{},false,false
417,,20,,,2026-08-23 20:59:33.233+00,,,,{},false,false
418,,20,,,2026-08-23 20:59:33.233+00,,,,{},false,false
419,,20,,,2026-08-23 20:59:33.233+00,,KIT CALCINHA ATM COM 12,,{},false,false
420,,20,,,2026-08-23 20:59:33.233+00,,,,{},false,false
421,,20,,,2026-08-23 20:59:33.233+00,,,,{},false,false
422,,20,,,2026-08-23 20:59:33.233+00,,,,{},false,false
423,,20,,,2026-08-23 20:59:33.233+00,,,,{},false,false
424,,20,,,2026-08-23 20:59:33.233+00,,KIT 12 PIJAMAS VIRGINIA BLOGUEIRINHA,,{},false,false
425,,150,,,2026-08-23 20:59:33.233+00,,,,{},false,false
426,,150,,,2026-08-23 20:59:33.233+00,,MANTA SOFA/CAMA,Cinsulte,{},false,false
427,,150,,,2026-08-23 20:59:33.233+00,,CONJUNTO 2 MANTAS SOFA,Cinsiltew,{},false,false
428,,150,,,2026-08-23 20:59:33.233+00,,,,{},false,false
429,,150,,,2026-08-23 20:59:33.233+00,,,,{},false,false
430,,150,,,2026-08-23 20:59:33.233+00,,MANTA ACONCHEGO KING,,{},false,false
431,,150,,,2026-08-23 20:59:33.233+00,,,,{},false,false
432,,150,,,2026-08-23 20:59:33.233+00,,,,{},false,false
433,,150,,,2026-08-23 20:59:33.233+00,,,,{},false,false
434,,150,,,2026-08-23 20:59:33.233+00,,MANTA COM BICHO DE PELUCIA,,{},false,false
435,,150,,,2026-08-23 20:59:33.233+00,,JOGO DE QUARTO HOT WHEELS,1 cortina 1 brinquedo 1 colcha1 fronha,{},false,false
436,,150,,,2026-08-23 20:59:33.233+00,,JOGO DE QUARTO,Diferentes estampas Consulte as disponíveis,{},false,false
437,,15,,,2026-08-23 20:59:33.233+00,,KIT INFANTIL STITCH,,{},false,false
438,,150,,,2026-08-23 20:59:33.233+00,,KIT DE COZINHA 10 PECAS,,{},false,false
439,,150,,,2026-08-23 20:59:33.233+00,,CAPA DE COLCHAO IMPERMEAVEL CASAL PADRAO,,{},false,false
440,,150,,,2026-08-23 20:59:33.233+00,,LENCOL 3 PECAS BRANCO,,{},false,false
441,,150,,,2026-08-23 20:59:33.233+00,,TOALHA DE BANHO BRANCA,Valor unitário,{},false,false
442,,150,,,2026-08-23 20:59:33.233+00,,,,{},false,false
443,,150,,,2026-08-23 20:59:33.233+00,,,,{},false,false
444,,150,,,2026-08-23 20:59:33.233+00,,CORTINA DE JANELA BLACKOUT,,{},false,false
445,,10,,,2026-08-23 20:59:33.233+00,,CORTINA SEMI BLACKOUT PORTA,,{},false,false
446,,10,,,2026-08-23 20:59:33.233+00,,CORTINA SEMI BLACKOUT JANELA,,{},false,false
447,,150,,,2026-08-23 20:59:33.233+00,,,,{},false,false
448,,10,,,2026-08-23 20:59:33.233+00,,,,{},false,false
449,,10,,,2026-08-23 20:59:33.233+00,,,,{},false,false
450,,10,,,2026-08-23 20:59:33.233+00,,JOGO DE COZINHA IMPORTADA,,{},false,false
451,,10,,,2026-08-23 20:59:33.233+00,,TAPETE ITALIA,,{},false,false
452,,150,,,2026-08-23 20:59:33.233+00,,,,{},false,false
453,,150,,,2026-08-23 20:59:33.233+00,,,,{},false,false
454,,150,,,2026-08-23 20:59:33.233+00,,,,{},false,false
455,,150,,,2026-08-23 20:59:33.233+00,,,,{},false,false
456,,15,,,2026-08-23 20:59:33.233+00,,LAVADORA DE ALTA PRESSAO MAQUINA DE LAVAR,,{},false,false
457,,2,,,2026-08-23 20:59:33.233+00,,VENTILADOR DE MESA 40CM,Atenção!! Produto de encomenda!! Tem que pedir antes do 5o dia útil!!,{},false,false
458,,1,,,2026-08-23 20:59:33.233+00,,TRICICLO INFANTIL,Atenção!! Produto de encomenda!! Tem que pedir antes do 5o dia útil!!,{},false,false
459,,1,,,2026-08-23 20:59:33.233+00,,TRICICLO ZIPPY,Atenção!! Produto de encomenda!! Tem que pedir antes do 5o dia útil!!,{},false,false
460,,1000,,,2026-08-23 20:59:33.233+00,,CACHOS PERFEITOS GLAMMOUR,Atenção!! Produto de encomenda!! Tem que pedir antes do 5o dia útil!!,{},false,false
461,,1000,,,2026-08-23 20:59:33.233+00,,LISO PERFEITO GLAMMOUR,Atenção!! Produto de encomenda!! Tem que pedir antes do 5o dia útil!!,{},false,false
463,,2,,,2026-08-23 20:59:33.233+00,,ESPREMEDOR DE FRUTAS,Atenção!! Produto de encomenda!! Tem que pedir antes do 5o dia útil!!,{},false,false
464,,2,,,2026-08-23 20:59:33.233+00,,MULTIPROCESSADOR 5 EM 1,Atenção!! Produto de encomenda!! Tem que pedir antes do 5o dia útil!!,{},false,false
465,,2,,,2026-08-23 20:59:33.233+00,,,,{},false,false
466,,10,,,2026-08-23 20:59:33.233+00,,JOGO DE VASILHA RUBI,Atenção!! Produto de encomenda!! Tem que pedir antes do 5o dia útil!!,{},false,false
467,,10,,,2026-08-23 20:59:33.233+00,,JOGO DE TACAS PEQUENAS E GRANDES,Atenção!! Produto de encomenda!! Tem que pedir antes do 5o dia útil!!,{},false,false
468,,10,,,2026-08-23 20:59:33.233+00,,JOGO DE FACA TRAMONTINA PLENUS,Atenção!! Produto de encomenda!! Tem que pedir antes do 5o dia útil!!,{},false,false
469,,15,,,2026-08-23 20:59:33.233+00,,LIXADEIRA,Atenção!! Produto de encomenda!! Tem que pedir antes do 5o dia útil!!,{},false,false
470,,15,,,2026-08-23 20:59:33.233+00,,SERRA TICO TICO,Atenção!! Produto de encomenda!! Tem que pedir antes do 5o dia útil!!,{},false,false
471,,10,,,2026-08-23 20:59:33.233+00,,JOGO DE TALHER BUZIOS,Atenção!! Produto de encomenda!! Tem que pedir antes do 5o dia útil!!,{},false,false
472,,10,,,2026-08-23 20:59:33.233+00,,JOGO DE PANELAS TURIM 10 PECAS,Atenção!! Produto de encomenda!! Tem que pedir antes do 5o dia útil!!,{},false,false
473,,10,,,2026-08-23 20:59:33.233+00,,MAQUINA KEMEI,Atenção!! Produto de encomenda!! Tem que pedir antes do 5o dia útil!!,{},false,false
